Location,Price,Bedrooms,Bathrooms,Parking,Floor Size,Erf Size,Description
SeaPoint,1800000,0.5,1,1,42,,"            Bachelor, with a parking in a 24 hour secure building for sale. Build in cupboards, neat apartment. A perfect investment, lock up and ...        "
Plumstead,1200000,,,,76,,            Clarewood is a residential sectional title complex situated on the corner of Main Road ...        
SeaPoint,2495000,1,1,,62,,"            This light , bright Apartment has clean lines, has Wooden Floors, Stunning views of both ...        "
Ottery,4000000,,,,,,            220 Ottery Road5 sectional title office units in secure block in convenient location with easy access to M5. 6 Parking ...        
CapeTownCityCentre,11450000,3,3,2,170,,            R11.450 Million INCLUDING VAT - NO TRANSFER DUTY! Set on the 22nd floor of the Radisson Blu this apartment offers gorgeous open-plan ...        
Woodstock,1300000,1,1,1,60,,"            Amazing Mountain Views through floor-to-ceiling windows in all rooms. It has recently been painted, new floors put in and the bathroom ...        "
GreenPoint,2200000,1,1,1,68,,"            This spacious 1 bed in a beautiful art-deco block is well positioned in the heart of Green Point, close to restaurants, shops, and ...        "
Observatory,1850000,1,1,,44,,            The Winchester - newly completed development in Observatory. Modern one bedroom ...        
Gardens,10695000,13,14,,,485,"            The Fritz Hotel is a small city guesthouse in Cape Town, officially graded 3-star ...        "
ClaremontUpper,7500000,3,3.5,3,,,"            Set in an upmarket gated complex of four houses, this gorgeous lock up and go in upper Claremont exudes style and sophistication. ...        "
Plumstead,2375000,2,2,1,100,,"            This larger than average 100sq meter, light , bright and modern apartment will appeal to ...        "
Constantia,7295000,4,3,3,,1798,            Character family home positioned in a lovely quiet pocket of Constantia Rural. Amazing livingroom comprising of the lounge and dining ...        
SaltRiver,1595000,2,2,1,79,,            Offers from R1 595 000This stunning  2x bedrooms and 2x bathrooms (one of them being ensuite) Newly renovated  In the heart of the ...        
Lansdowne,2400000,3,1,3,,447,            Be the first to view.Well enclosed property in sought after area in Lansdowne.Close to all amendities and easy access to Kenilworth ...        
MouillePoint,13995000,3,3,2,190,,"            ON SHOW this weekend, by appointment only   Well elevated superior accommodation ...        "
Woodstock,1895000,2,1,,,145,            Spacious cottage situated in Upper Woodstock within walking distance to the popular restaurants in trendy Roodebloem Road. There are 2 ...        
SaltRiver,1495000,4,1,,95,,"            This beautiful renovated home is perfect for a family or student accommodation. Upon enter, the stunning four bedroom home opens to a ...        "
CapeTownCityCentre,3195000,2,2,,74,,            Sole MandateThis sunny and stylish 2 bedroom apartment on the 11th floor offers ...        
NieuweSteenberg,9800000,3,5,4,,482,            Exceptional home in the Nieuwe Steenberg Security Estate. Outstanding finishes ...        
Fresnaye,6400000,2,2.5,2,,,"            Set on the slopes of Lion's Head in wind-sheltered Fresnaye, this designer 2 bedroom 2,5 bathroom apartment boasts top of the range ...        "
DeWaterkant,6000000,2,1,2,105,,            This beautifully appointed 2 bedroom apartment situated in one of the trendiest areas in Cape Town. It does not get better than this ...        
GreenPoint,5300000,2,2,1,,192,            Green Point Sanctuary - Clydebank Road This stunning and spacious two bedroom house ...        
Muizenberg,1450000,3,2,1,110,,            Capricorn Beach is a Mediterranean styled beach-side complex promising an exceptional lifestyle that surpasses all expectations. ...        
CapeTownCityCentre,2600000,1,1,1,52,,            This 52m2 apartment is situated in the renowned The Onyx Hotel and Residence in the heart of Cape Town.The apartment is truly unique ...        
RondeboschVillage,2700000,4,2,2,174,,            4 Bedroom Student Digs close to Main RoadFabulous opportunity to offset your  ...        
Muizenberg,899000,2,1,1,,,"            Sought after, 24hr guarded security and CCTV systems in place. This is what you'll find at this lovely well maintained complex ...        "
Oranjezicht,19800000,4,5.5,4,,595,"            Inspired by extraordinary chateaux of France, this awe inspiring home is a sophisticated ...        "
DiepRiver,1295000,2,2,2,78,,"            This Townhouse has it all. Modern Kitchen and plenty of storage. The kitchen has a double sink, Built in oven hob and extractor and ...        "
CapeTownCityCentre,2280000,2,2,1,78,,            This lovely sunny 2 bedroom 2 bathroom apartment is situated in the iconic Piazza on ...        
CostaDaGama,1399000,2,1,2,,200,            ** PERFECT STARTER HOME **Located in the very popular estate that is Cannon Island Villas lies this stunning two bedroom property. ...        
Zonnebloem,2200000,2,1,1,,,            This is brand new development in Zonnebloem Apartment starting from R 2.2M the ...        
Woodstock,3499000,8,2,,,366,"            This  property has been looked after with care as it is in pristine condition.Large rooms throughout, this 8 bedroom , 2 bathroom is a ...        "
CostaDaGama,899000,2,1,1,,,"            A lovely 2 Bedroom ground floor apartment located in secure complex, close to shops, beach, and close to transport route.The apartment ...        "
Constantia,7750000,5,4,,,1441,            On show this Sunday. Boards from Parish Road.For security reasons Blue Chip have ...        
Wynberg,2100000,,,,200,,            Drive in access roller shutter light industrial unit in well-run Witkin complex in ...        
CapeTownCityCentre,3899000,2,2,1,115,,"            Gorgeous 2bed, 2bath apartment with 2 balconies, a secure parking bay and a storeroom. ...        "
SeaPoint,2550000,1,1,,51,,            LIMITED TIME OFFER: Get up to R200 000 off the purchase priceDon’t snooze on this ...        
CapeTownCityCentre,2795000,,,,233,,            Large section suitable for owner occupier in the Vunani Chambers development on Church ...        
Claremont,2750000,5,3,3,,445,"            Secure large family home on Erf size+- 500 sqm zoned Gr4, in lower Claremont close to public transport and mall.Consists of: 5 ...        "
Newlands,7450000,3,3.5,6,,199,            Move into this visually attractive contemporary freehold development with 24 hour ...        
CapeFarms,4100000,,,,,1856,"            This land is ideal for development granting easy access to the N1, N2 and other arterial routes in Cape Town.Contact Jack Bass for ...        "
CapeTownCityCentre,3300000,,,,255,,"            ‘MUST SELL’R3 300 000 plus VATCurrently set up as a College, comprising various classrooms, offices, storeroom, canteen, secure ...        "
SeaPoint,1850000,1,1,1,47,,"            Renovated about 2 years back, this front facing unit is fully furnished and equipped and ready to move into.Walk to the shops and Main ...        "
Fresnaye,4989000,2,2.5,2,,,            This beautiful 2 bedroom 2.5 bathroom stylish new apartment is a lock up and go dream. Fitted with new furnishingsand smeg appliances ...        
Zonnebloem,1240000,1,1,1,41,,            * One bedroom apartment 41m2* Terrace 25m2* Open plan kitchen and living area* Separate bedroom with BIC's* Secure ...        
Llandudno,17500000,4,4,4,,991,            This enchanting home offers a rare find in Llandudno. Full of charm and character this ...        
DiepRiver,1150000,2,1,2,79,,            In a quiet part of Diep River you will find Protea Place a small sought after complex ...        
Higgovale,7999000,4,3,2,,522,            Welcome to this entertainer’s dream with a stunning double volume kitchen/dining/living ...        
CampsBay,28500000,4,4.5,4,,495,            Situated only 150 meters from the Camps Bay beachfront and on the less windy 'Glen Side' of Camps Bay lies this spacious ...        
SeaPoint,5950000,2,2,2,131,,"            Exclusive mandate. This magnificent elevated apartment offers an enviable lifestyle, light, bright north facing with outstanding views ...        "
GreenPoint,4850000,,,,,,            This is a rare opportunity to own a showroom retail space in the courtyard of The ...        
Maitland,650000,2,1,1,55,,            Two bedroom apartment with a full bathroom.Large lounge/dining area with open plan kitchen area which has an oven and stove.There is ...        
Zonnebloem,2200000,2,1.5,1,54,,            Only a few units remaining in this exciting new development which is almost complete and ready for occupation by 3rd Quarter 2020. ...        
Pinelands,3795000,4,3,2,,838,"            This delightful home in sought after Olde Pinelands offers open-plan living, 4 bedrooms and a flatlet for the extended family or for ...        "
SteenbergGolfEstate,15900000,3,2.5,2,,750,            Positioned on one of the most desired stands in the sought-after Steenberg Golf estate ...        
GreenPoint,2350000,2,1,1,77,,            Perfectly situated close to the vibey restaurant and coffee shop buzz of trendy de Waterkant and the V @ A Waterfront. This 2 bedroomed ...        
Rondebosch,1495000,1,1,,52,,"            ***video walk-through available***Spacious ground floor 1 bedroom apartment in 24 hour security complex. Open-plan kitchen, lounge ...        "
Foreshore,1950000,0.5,1,1,37,,            7th Floor Studio | The OnyxThe Onyx was completed in 2019 by world class developer Signatura and architects Robert Silke & ...        
